name,date,tech_self_score,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest
Herold Prudham,06/07/2019,"{'Python': 3, 'Java': 1, 'R': 4, 'JavaScript': 2}","['Patient', 'Independent', 'Curious']","['Conventional', 'Indecisive']",Yes,Yes,Yes,Pass,Data
Shermy Swancock,19/07/2019,"{'Python': 6, 'Java': 5, 'R': 1, 'C++': 6}","['Innovative', 'Listening']","['Controlling', 'Anxious', 'Competitive']",Yes,Yes,Yes,Pass,Business
Terrell Orridge,18/07/2019,"{'Java': 3, 'R': 4, 'C++': 3, 'JavaScript': 6}","['Creative', 'Innovative', 'Determined']","['Controlling', 'Slow', 'Impulsive']",Yes,Yes,Yes,Pass,Engineering
Donalt Julyan,11/07/2019,"{'Ruby': 3, 'R': 2, 'SPSS': 2, 'JavaScript': 1}","['Listening', 'Creative', 'Efficient']",['Immature'],Yes,Yes,Yes,Pass,Engineering
Dev Mcpherson,11/07/2019,"{'Python': 5, 'Ruby': 3}",['Independent'],['Indecisive'],No,Yes,Yes,Fail,Data
Muhammad Percy,12/07/2019,"{'Python': 4, 'R': 1, 'C++': 4}","['Curious', 'Perfectionism']",['Conventional'],Yes,Yes,Yes,Fail,Engineering
Judie Lowy,25/07/2019,"{'PHP': 1, 'C++': 3}","['Collaboration', 'Determined', 'Independent']",['Impatient'],Yes,Yes,Yes,Pass,Engineering
Tadio Goullee,20/07/2019,"{'Python': 1, 'C#': 3, 'Java': 4, 'Ruby': 1, 'SPSS': 1}",['Patient'],['Procrastination'],Yes,Yes,Yes,Pass,Engineering
Katalin Redley,04/07/2019,"{'C#': 1, 'Ruby': 2, 'PHP': 2}","['Critical Thinking', 'Determined', 'Curious']","['Impulsive', 'Undisciplined', 'Distracted']",Yes,Yes,Yes,Pass,Business
Lea Normington,26/07/2019,"{'Java': 2, 'Ruby': 6}","['Creative', 'Independent', 'Reliable']","['Chatty', 'Passive']",Yes,Yes,Yes,Pass,Business
Cornelia Artist,18/07/2019,"{'Python': 5, 'SPSS': 5, 'PHP': 3}","['Listening', 'Empathy']","['Overbearing', 'Slow']",Yes,Yes,Yes,Pass,Business
Vincenty Roubay,11/07/2019,{'C++': 7},['Passionate'],"['Indecisive', 'Competitive']",Yes,Yes,Yes,Pass,Engineering
Phineas Filshin,12/07/2019,"{'Python': 2, 'C#': 3, 'Ruby': 6, 'C++': 4}","['Ambitious', 'Consistent', 'Passionate']",['Procrastination'],Yes,Yes,Yes,Pass,Engineering
Wilona Crean,26/07/2019,"{'Python': 5, 'Java': 4, 'SPSS': 1, 'C++': 4, 'JavaScript': 2}","['Patient', 'Ambitious']","['Controlling', 'Indecisive']",No,Yes,No,Fail,Engineering
Carlynne Keal,26/07/2019,"{'Python': 3, 'C#': 2, 'Java': 3, 'PHP': 2}","['Altruism', 'Independent']","['Distracted', 'Procrastination']",Yes,Yes,Yes,Pass,Data
Westbrook Paynton,12/07/2019,"{'C#': 1, 'R': 3}","['Problem Solving', 'Innovative', 'Listening']","['Anxious', 'Distracted', 'Passive']",Yes,Yes,Yes,Pass,Engineering
Corby Mccambridge,06/07/2019,"{'R': 2, 'PHP': 1, 'C++': 6}",['Empathy'],"['Indecisive', 'Critical', 'Selfish']",Yes,Yes,Yes,Pass,Business
Melamie Keers,11/07/2019,"{'Python': 3, 'C#': 5, 'Java': 5, 'Ruby': 4, 'R': 3, 'JavaScript': 2}","['Rational', 'Reliable', 'Competitive']","['Selfish', 'Chaotic', 'Controlling']",Yes,Yes,Yes,Pass,Business
Marillin Rosendall,05/07/2019,"{'Python': 4, 'C#': 4, 'C++': 4, 'JavaScript': 8}",['Empathy'],"['Selfish', 'Conventional']",Yes,Yes,Yes,Pass,Engineering
Keen Bentham3,19/07/2019,"{'Python': 5, 'C#': 7, 'R': 2}","['Courteous', 'Efficient', 'Problem Solving']",['Critical'],Yes,Yes,Yes,Pass,Data
Homere Stentiford,25//07/2019,"{'C#': 4, 'Java': 3, 'R': 1, 'SPSS': 2}",['Ambitious'],"['Slow', 'Critical', 'Indifferent']",Yes,Yes,Yes,Pass,Engineering
Muhammad Linn,18/07/2019,"{'Python': 4, 'Ruby': 1, 'SPSS': 2, 'PHP': 2, 'JavaScript': 4}","['Composure', 'Courteous']","['Indifferent', 'Impulsive']",Yes,Yes,Yes,Pass,Data
Barbette Sorton,27/07/2019,"{'R': 3, 'C++': 3, 'JavaScript': 2}",['Consistent'],"['Immature', 'Impatient']",Yes,Yes,Yes,Pass,Engineering
Bax Sweetman,26/07/2019,"{'C#': 3, 'Java': 1, 'R': 5, 'SPSS': 3, 'C++': 3, 'JavaScript': 3}",['Creative'],"['Conventional', 'Immature', 'Critical']",Yes,Yes,Yes,Pass,Engineering
Ambrosi Carnow,04/07/2019,"{'Python': 2, 'C#': 3, 'PHP': 2, 'C++': 1}","['Reliable', 'Perfectionism', 'Ambitious']",['Indifferent'],Yes,No,Yes,Fail,Business
Kellen Bentick,25/07/2019,"{'SPSS': 2, 'C++': 1}","['Organisation', 'Reliable', 'Creative']","['Chatty', 'Chaotic']",Yes,Yes,Yes,Pass,Data
Fleming Taillard,20/07/2019,"{'Java': 3, 'SPSS': 6, 'PHP': 2}",['Reliable'],['Chaotic'],Yes,Yes,Yes,Pass,Business
Elicia Broggio,18/07/2019,{'R': 7},['Listening'],['Passive'],No,Yes,Yes,Fail,Data
Paxton Mcginlay,25/07/2019,"{'Java': 5, 'R': 4, 'SPSS': 5, 'JavaScript': 3}",['Versatile'],"['Competitive', 'Conventional']",Yes,No,Yes,Fail,Business
Abbott Yea,12/07/2019,"{'C#': 2, 'Ruby': 4, 'SPSS': 1, 'C++': 5, 'JavaScript': 2}","['Innovative', 'Creative']",['Anxious'],Yes,Yes,Yes,Pass,Data
Doy Tams,11/07/2019,"{'Java': 3, 'Ruby': 1, 'R': 1, 'C++': 4}","['Composure', 'Empathy', 'Courteous']","['Impulsive', 'Procrastination']",Yes,Yes,No,Fail,Data
Jon Raikes,04/07/2019,"{'Python': 1, 'Ruby': 2, 'R': 2, 'SPSS': 3, 'C++': 3, 'JavaScript': 2}",['Altruism'],['Selfish'],Yes,Yes,Yes,Pass,Engineering
Myrvyn Sutherns,06/07/2019,"{'Python': 1, 'Java': 3, 'Ruby': 4, 'C++': 6}",['Collaboration'],"['Chaotic', 'Critical']",Yes,Yes,Yes,Fail,Business
Adler Wingatt,18/07/2019,"{'Ruby': 2, 'R': 4, 'JavaScript': 2}","['Courteous', 'Problem Solving']",['Indifferent'],Yes,Yes,Yes,Pass,Business
Dermot Gunthorp,20/07/2019,,"['Collaboration', 'Composure']","['Anxious', 'Controlling']",No,Yes,Yes,Fail,Business
Gavan Soltan,05/07/2019,"{'Python': 3, 'R': 4, 'SPSS': 1}","['Efficient', 'Empathy', 'Curious']",['Controlling'],Yes,Yes,No,Fail,Engineering
Gavan Soltan,05/07/2019,"{'Python': 3, 'R': 4, 'SPSS': 1}","['Efficient', 'Empathy', 'Curious']",['Controlling'],Yes,Yes,No,Fail,Engineering
Jamima Sturgess,26/07/2019,"{'C++': 5, 'JavaScript': 3}",['Consistent'],"['Undisciplined', 'Impatient', 'Conventional']",Yes,Yes,Yes,Fail,Business
Athene Bozworth,06/07/2019,{'Python': 3},"['Curious', 'Versatile']","['Selfish', 'Impatient', 'Chaotic']",Yes,Yes,Yes,Pass,Business
Opaline Gammon,12/07/2019,"{'Python': 1, 'C#': 4, 'Ruby': 5, 'R': 4, 'C++': 2}","['Patient', 'Courteous']",['Chatty'],Yes,Yes,Yes,Pass,Data
Cari Bradlaugh,27/07/2019,"{'Python': 5, 'Ruby': 5, 'R': 2, 'C++': 1, 'JavaScript': 3}","['Altruism', 'Efficient', 'Courteous']",['Anxious'],Yes,Yes,Yes,Pass,Business
Daren Houson,13/07/2019,"{'Python': 5, 'Java': 2, 'R': 1}",['Reliable'],"['Indifferent', 'Competitive']",Yes,Yes,No,Fail,Business
Melony Tristram,19/07/2019,"{'Ruby': 2, 'SPSS': 3, 'JavaScript': 5}",['Charisma'],['Controlling'],Yes,Yes,No,Fail,Engineering
Ashbey Seakes,18/07/2019,"{'Ruby': 2, 'R': 1, 'PHP': 1, 'C++': 4}",['Innovative'],['Undisciplined'],Yes,Yes,No,Fail,Business
Philly Jerrim,25/07/2019,"{'C#': 4, 'Ruby': 2, 'PHP': 3}",['Charisma'],"['Controlling', 'Conventional', 'Perfectionist']",Yes,Yes,Yes,Pass,Business
Sandi Gurton,25/07/2019,"{'Java': 1, 'Ruby': 2}",['Versatile'],['Overbearing'],Yes,Yes,Yes,Pass,Data
Hilliard Brockett,05//07/2019,"{'Java': 1, 'Ruby': 3, 'R': 4, 'SPSS': 4}",['Courteous'],['Chaotic'],Yes,Yes,Yes,Pass,Data
Berkie Brusby,06/07/2019,"{'Ruby': 3, 'C++': 2}",['Charisma'],"['Selfish', 'Indecisive', 'Intolerant']",Yes,Yes,Yes,Pass,Business
Bidget Macarthur,12/07/2019,"{'C#': 2, 'SPSS': 3, 'PHP': 1, 'JavaScript': 3}","['Organisation', 'Charisma']",['Sensitive'],Yes,Yes,Yes,Pass,Business
Julie Condliffe,04/07/2019,,"['Organisation', 'Efficient', 'Critical Thinking']",['Controlling'],Yes,Yes,Yes,Pass,Data
Andris Bradley,12/07/2019,"{'Python': 2, 'C#': 1, 'PHP': 4, 'C++': 2}","['Rational', 'Problem Solving', 'Critical Thinking']","['Anxious', 'Competitive']",Yes,Yes,Yes,Pass,Engineering
Al Hugonet,04/07/2019,"{'Python': 7, 'Java': 4, 'Ruby': 2, 'R': 1, 'JavaScript': 5}","['Innovative', 'Creative', 'Passionate']","['Impulsive', 'Introverted']",Yes,Yes,Yes,Pass,Engineering
Maryanna Seeney,11/07/2019,"{'C#': 2, 'Java': 6, 'Ruby': 1}","['Organisation', 'Charisma']",['Slow'],Yes,Yes,Yes,Fail,Data
Cassaundra Yuill,19/07/2019,"{'Python': 3, 'Ruby': 3}",['Patient'],"['Critical', 'Overbearing']",Yes,Yes,Yes,Fail,Business
Baily Camidge,20/07/2019,"{'C#': 2, 'SPSS': 1}","['Determined', 'Perfectionism']","['Distracted', 'Critical', 'Indecisive']",Yes,Yes,Yes,Pass,Engineering
Padgett Crennan,12/07/2019,"{'SPSS': 2, 'PHP': 4, 'JavaScript': 6}","['Courteous', 'Ambitious']","['Undisciplined', 'Chatty']",Yes,No,No,Fail,Data
Gabrila Chasier,20/07/2019,"{'Python': 4, 'C#': 7, 'Java': 2, 'R': 1, 'SPSS': 8, 'C++': 1, 'JavaScript': 3}",['Listening'],"['Distracted', 'Intolerant', 'Undisciplined']",Yes,Yes,Yes,Pass,Business
Kimmi Edgecumbe,12/07/2019,"{'C#': 3, 'R': 3, 'PHP': 3, 'C++': 4}","['Organisation', 'Collaboration']","['Indifferent', 'Competitive', 'Sensitive']",Yes,Yes,Yes,Pass,Business
Levy Standage,25/07/2019,"{'Python': 5, 'C#': 2, 'Java': 7}",['Reliable'],"['Controlling', 'Chaotic']",Yes,Yes,Yes,Pass,Data
Muffin Jandel,20/07/2019,"{'Python': 3, 'Java': 1, 'SPSS': 4}","['Independent', 'Creative', 'Composure']",['Impulsive'],Yes,Yes,Yes,Pass,Data
Calida Behr,18/07/2019,"{'Python': 2, 'C#': 6, 'Java': 1, 'Ruby': 3, 'R': 3, 'SPSS': 2, 'C++': 1, 'JavaScript': 3}","['Innovative', 'Empathy']","['Immature', 'Chaotic', 'Slow']",Yes,Yes,Yes,Pass,Engineering
Jeannette Willans,26/07/2019,{'Ruby': 2},"['Empathy', 'Critical Thinking']","['Distracted', 'Competitive']",Yes,Yes,Yes,Pass,Engineering
Mora Joutapavicius,18/07/2019,"{'Java': 5, 'R': 1, 'PHP': 1}",['Critical Thinking'],"['Passive', 'Competitive', 'Overbearing']",Yes,No,Yes,Fail,Business
Tadeas Bidmead,18/07/2019,"{'Python': 1, 'C++': 1, 'JavaScript': 1}","['Composure', 'Charisma']","['Chaotic', 'Procrastination', 'Critical']",Yes,Yes,Yes,Pass,Data
Matthiew Tumbridge,04/07/2019,"{'Python': 6, 'C#': 2, 'R': 3, 'SPSS': 3, 'C++': 3}",['Courteous'],"['Procrastination', 'Overbearing']",Yes,Yes,Yes,Pass,Data
Orton Borer,12/07/2019,{'C#': 1},"['Perfectionism', 'Empathy']",['Immature'],Yes,Yes,No,Fail,Data
Tirrell Tabart,26/07/2019,"{'C#': 5, 'Ruby': 2, 'JavaScript': 2}","['Critical Thinking', 'Courteous', 'Empathy']",['Selfish'],Yes,Yes,Yes,Pass,Data
Leeanne Allsepp,06/07/2019,"{'C#': 3, 'R': 3, 'SPSS': 2, 'C++': 1, 'JavaScript': 5}","['Versatile', 'Passionate']","['Undisciplined', 'Chatty']",Yes,Yes,Yes,Pass,Data
Evangelin Gorges,11//07/2019,"{'Python': 1, 'C#': 1, 'Ruby': 3, 'C++': 4}",['Independent'],['Impulsive'],Yes,Yes,No,Fail,Engineering
Clywd Musgrove,18/07/2019,"{'C#': 2, 'Ruby': 1, 'SPSS': 6, 'C++': 2, 'JavaScript': 1}",['Determined'],"['Chatty', 'Sensitive', 'Stubborn']",Yes,Yes,Yes,Pass,Data
Lanni Otton,25/07/2019,"{'C#': 4, 'Ruby': 6}",['Altruism'],"['Anxious', 'Perfectionist', 'Indifferent']",Yes,Yes,Yes,Pass,Data
Yankee Reihm,05/07/2019,"{'Java': 6, 'PHP': 1}","['Rational', 'Determined', 'Charisma']","['Indecisive', 'Intolerant', 'Controlling']",Yes,Yes,Yes,Pass,Data
Alikee Sawood,12/07/2019,"{'Ruby': 1, 'JavaScript': 6}","['Versatile', 'Perfectionism', 'Critical Thinking']","['Chatty', 'Chaotic', 'Undisciplined']",Yes,Yes,Yes,Pass,Business
Roland Skeene,26/07/2019,"{'Python': 3, 'Ruby': 1, 'PHP': 1, 'C++': 1}",['Patient'],"['Chaotic', 'Controlling']",Yes,Yes,Yes,Fail,Engineering
Chrissy Sate,20/07/2019,,['Altruism'],"['Perfectionist', 'Procrastination']",Yes,Yes,Yes,Pass,Business
Eric Spritt,20/07/2019,"{'Ruby': 2, 'SPSS': 5, 'PHP': 2}","['Curious', 'Consistent']","['Overbearing', 'Selfish']",Yes,Yes,Yes,Pass,Business
Farica Harding,19/07/2019,"{'C#': 2, 'Java': 3, 'R': 4, 'SPSS': 5, 'JavaScript': 4}","['Perfectionism', 'Composure', 'Passionate']","['Sensitive', 'Introverted']",Yes,Yes,Yes,Pass,Data
Kore Amburgy,06/07/2019,"{'R': 3, 'SPSS': 6, 'PHP': 2}","['Curious', 'Creative', 'Critical Thinking']","['Conventional', 'Introverted', 'Chaotic']",Yes,Yes,Yes,Pass,Engineering
Juli Ruler,12/07/2019,{'C++': 4},"['Listening', 'Independent']",['Passive'],Yes,Yes,Yes,Pass,Business
Gery Beckenham,06/07/2019,"{'Python': 2, 'Java': 2, 'Ruby': 2, 'SPSS': 6, 'C++': 5, 'JavaScript': 3}","['Patient', 'Collaboration']","['Procrastination', 'Sensitive']",Yes,Yes,Yes,Pass,Engineering
Jacquelynn Banasiak,12/07/2019,"{'Python': 2, 'Ruby': 1, 'SPSS': 3}","['Critical Thinking', 'Ambitious']",['Critical'],Yes,No,No,Fail,Business
Krystalle Deeney,20/07/2019,"{'Python': 1, 'JavaScript': 3}",['Ambitious'],"['Sensitive', 'Distracted']",Yes,No,Yes,Fail,Engineering
Gerianne Christoforou,13//07/2019,"{'Java': 3, 'Ruby': 5, 'R': 6, 'C++': 2}","['Critical Thinking', 'Passionate']","['Perfectionist', 'Competitive']",Yes,Yes,Yes,Pass,Engineering
Louella Cuppitt,05/07/2019,{'PHP': 2},"['Versatile', 'Charisma', 'Collaboration']",['Perfectionist'],Yes,Yes,Yes,Pass,Business
Clarke Whitelock,06/07/2019,"{'Python': 6, 'C++': 4}","['Consistent', 'Creative', 'Passionate']","['Passive', 'Chatty', 'Immature']",No,No,Yes,Fail,Data
Farrel Bertl,04/07/2019,"{'Python': 4, 'C#': 4, 'R': 6, 'SPSS': 1, 'PHP': 2}","['Listening', 'Critical Thinking', 'Consistent']",['Impatient'],No,Yes,Yes,Fail,Data
Chadd Ellen,05/07/2019,"{'C#': 2, 'Ruby': 4, 'PHP': 1, 'JavaScript': 3}",['Critical Thinking'],['Chatty'],Yes,Yes,Yes,Pass,Data
Sean Dillaway,11/07/2019,"{'Python': 1, 'C#': 2, 'Java': 2, 'R': 7}",['Curious'],"['Indecisive', 'Distracted']",Yes,Yes,No,Fail,Data
Adah Fost,13/07/2019,"{'Ruby': 4, 'R': 2}","['Courteous', 'Determined']","['Critical', 'Conventional']",Yes,Yes,Yes,Pass,Data
Abram Sueter,26/07/2019,"{'Python': 2, 'C#': 4, 'Java': 1, 'SPSS': 1, 'PHP': 2, 'C++': 3}",['Independent'],"['Immature', 'Passive', 'Procrastination']",Yes,No,Yes,Fail,Data
Darn Kirkby,18/07/2019,"{'C#': 3, 'Ruby': 4, 'SPSS': 4}","['Competitive', 'Patient', 'Problem Solving']",['Stubborn'],Yes,Yes,Yes,Pass,Engineering
Darn Kirkby,18/07/2019,"{'C#': 3, 'Ruby': 4, 'SPSS': 4}","['Competitive', 'Patient', 'Problem Solving']",['Stubborn'],Yes,Yes,Yes,Pass,Engineering
Jessamyn Reightley,19/07/2019,{'C#': 3},['Reliable'],['Impulsive'],Yes,No,Yes,Fail,Data
Rockwell Gutteridge,27/07/2019,"{'Python': 3, 'Java': 1, 'Ruby': 4}",['Courteous'],['Intolerant'],Yes,Yes,Yes,Pass,Engineering
Serge Muehle,19/07/2019,"{'Python': 3, 'C#': 5, 'JavaScript': 1}",['Reliable'],"['Chaotic', 'Introverted', 'Chatty']",Yes,Yes,Yes,Pass,Data
Sydney Burchmore,19/07/2019,"{'Python': 6, 'Java': 3, 'PHP': 1, 'JavaScript': 4}","['Perfectionism', 'Passionate']","['Stubborn', 'Overbearing', 'Chatty']",Yes,Yes,Yes,Pass,Data
Gisela Schachter,11/07/2019,{'PHP': 3},"['Charisma', 'Reliable', 'Organisation']","['Slow', 'Impatient']",Yes,Yes,Yes,Pass,Engineering
Abram Goldster,04/07/2019,"{'R': 4, 'C++': 1}","['Patient', 'Collaboration']","['Impatient', 'Impulsive']",Yes,Yes,Yes,Pass,Data
Yvor Shepstone,18/07/2019,"{'C#': 6, 'PHP': 4, 'C++': 2, 'JavaScript': 3}",['Consistent'],"['Indecisive', 'Selfish']",Yes,Yes,Yes,Fail,Data
Cosimo Labram,12/07/2019,"{'C#': 3, 'R': 2, 'PHP': 1}",['Efficient'],"['Passive', 'Impulsive', 'Perfectionist']",Yes,Yes,Yes,Pass,Engineering
Maible Antic,18/07/2019,"{'Python': 6, 'SPSS': 3, 'PHP': 4, 'C++': 3, 'JavaScript': 6}","['Versatile', 'Composure', 'Efficient']","['Perfectionist', 'Distracted']",Yes,Yes,Yes,Pass,Data
Carlo Beekman,18/07/2019,"{'C#': 8, 'Ruby': 7, 'C++': 4}","['Independent', 'Determined', 'Listening']","['Stubborn', 'Intolerant', 'Chaotic']",Yes,Yes,Yes,Fail,Data
Cordie Bolduc,26/07/2019,"{'Python': 4, 'Java': 2, 'SPSS': 1, 'JavaScript': 2}",['Critical Thinking'],"['Undisciplined', 'Competitive', 'Introverted']",Yes,Yes,Yes,Pass,Engineering
Bourke Belsey,19/07/2019,"{'Ruby': 6, 'R': 3, 'SPSS': 4, 'PHP': 1, 'JavaScript': 6}","['Versatile', 'Altruism', 'Critical Thinking']","['Chatty', 'Sensitive']",No,Yes,Yes,Fail,Data
Phedra Berriball,11/07/2019,"{'Python': 3, 'C#': 5, 'Java': 4, 'Ruby': 3, 'R': 3}","['Empathy', 'Determined', 'Courteous']","['Competitive', 'Conventional']",Yes,Yes,No,Fail,Data
Silvester Ondra,12/07/2019,"{'Ruby': 1, 'PHP': 5, 'JavaScript': 2}","['Critical Thinking', 'Collaboration']","['Overbearing', 'Distracted', 'Impatient']",Yes,Yes,No,Fail,Business
Clyve Bradden,05/07/2019,{'Ruby': 1},"['Competitive', 'Problem Solving']","['Slow', 'Indecisive', 'Selfish']",Yes,Yes,No,Fail,Business
Winna Lemmertz,12/07/2019,"{'Ruby': 2, 'SPSS': 2, 'C++': 3}","['Determined', 'Passionate', 'Rational']",['Chaotic'],Yes,Yes,Yes,Pass,Business
Fremont Vicary,26/07/2019,"{'Java': 1, 'R': 5, 'PHP': 4, 'JavaScript': 4}","['Perfectionism', 'Versatile']","['Impatient', 'Selfish', 'Anxious']",Yes,No,Yes,Fail,Engineering
Byrom Sawday,11//07/2019,"{'Python': 3, 'R': 1, 'C++': 1, 'JavaScript': 1}","['Consistent', 'Creative']","['Stubborn', 'Impatient']",Yes,Yes,Yes,Pass,Business
Kat Sutherland,18/07/2019,"{'Python': 3, 'Java': 2, 'SPSS': 6}","['Competitive', 'Efficient']","['Distracted', 'Competitive', 'Intolerant']",Yes,Yes,No,Fail,Data
Corby Torel,20/07/2019,"{'C++': 3, 'JavaScript': 6}",['Altruism'],"['Indecisive', 'Slow']",Yes,Yes,No,Fail,Business
Corby Torel,20/07/2019,"{'C++': 3, 'JavaScript': 6}",['Altruism'],"['Indecisive', 'Slow']",Yes,Yes,No,Fail,Business
Leland Wither,18/07/2019,"{'Python': 3, 'SPSS': 4, 'C++': 2, 'JavaScript': 5}","['Composure', 'Passionate', 'Courteous']","['Intolerant', 'Indifferent']",Yes,Yes,Yes,Pass,Engineering
Clio Lafflina,26/07/2019,"{'Ruby': 1, 'JavaScript': 1}",['Perfectionism'],"['Competitive', 'Distracted', 'Critical']",Yes,No,Yes,Fail,Business
Farlee Petren,20/07/2019,,"['Independent', 'Perfectionism', 'Collaboration']",['Indifferent'],Yes,Yes,Yes,Pass,Business
Elisabeth Ebbutt,04/07/2019,"{'Python': 2, 'C#': 2, 'Java': 1, 'C++': 2}",['Creative'],['Anxious'],Yes,Yes,Yes,Pass,Data
Benedikt Cohani,06/07/2019,"{'Ruby': 2, 'SPSS': 3, 'C++': 3, 'JavaScript': 5}","['Critical Thinking', 'Courteous']","['Sensitive', 'Stubborn', 'Indecisive']",Yes,Yes,Yes,Pass,Data
Joanna Eggerton,11/07/2019,"{'Ruby': 3, 'SPSS': 2, 'PHP': 3, 'C++': 3}","['Listening', 'Perfectionism']","['Immature', 'Introverted', 'Indifferent']",Yes,Yes,Yes,Pass,Business
Candi Camillo,19/07/2019,{'JavaScript': 2},"['Perfectionism', 'Collaboration', 'Ambitious']","['Sensitive', 'Distracted']",No,Yes,Yes,Fail,Engineering
Augustin Tabrett,05/07/2019,"{'SPSS': 2, 'C++': 3}",['Competitive'],['Indecisive'],Yes,Yes,No,Fail,Engineering
Ervin Acosta,26/07/2019,"{'PHP': 1, 'C++': 1}","['Empathy', 'Composure']","['Anxious', 'Stubborn']",Yes,No,No,Fail,Data
Nanni Caldera,05/07/2019,"{'SPSS': 3, 'PHP': 5, 'JavaScript': 4}","['Consistent', 'Charisma', 'Composure']","['Immature', 'Impatient']",Yes,No,No,Fail,Data
Joachim Guslon,05/07/2019,"{'R': 7, 'SPSS': 3, 'PHP': 5}","['Critical Thinking', 'Patient', 'Collaboration']",['Procrastination'],Yes,Yes,Yes,Pass,Data
Dean Duchant,27/07/2019,"{'C#': 2, 'Java': 1, 'PHP': 2}",['Independent'],"['Anxious', 'Chaotic', 'Passive']",No,Yes,Yes,Fail,Business
Hartwell Jewess,04/07/2019,"{'C#': 5, 'Java': 3, 'Ruby': 2, 'R': 6}","['Empathy', 'Composure']",['Conventional'],Yes,Yes,Yes,Pass,Data
Allx Macdearmaid,25/07/2019,"{'Python': 6, 'C++': 1}","['Determined', 'Charisma']",['Chatty'],Yes,Yes,Yes,Pass,Data
Derrek Scarce,27/07/2019,"{'Python': 5, 'Ruby': 4}","['Creative', 'Innovative', 'Charisma']","['Chaotic', 'Immature']",Yes,Yes,Yes,Pass,Business
Aguie Prati,26/07/2019,"{'C#': 2, 'Ruby': 4, 'R': 2, 'SPSS': 3}",['Charisma'],['Controlling'],Yes,No,Yes,Fail,Engineering
Shayne De Domenico,11/07/2019,"{'Python': 3, 'R': 8}",['Creative'],"['Slow', 'Procrastination', 'Overbearing']",No,Yes,Yes,Fail,Engineering
Brandise Moston,18/07/2019,"{'Python': 8, 'C++': 4}",['Competitive'],['Intolerant'],Yes,Yes,Yes,Pass,Business
Petronilla Ziemens,11/07/2019,"{'Python': 5, 'Java': 2, 'R': 2, 'PHP': 4}","['Listening', 'Ambitious', 'Efficient']","['Controlling', 'Indecisive', 'Chaotic']",Yes,Yes,Yes,Pass,Engineering
Jarrod Driffe,25/07/2019,"{'R': 3, 'PHP': 5, 'C++': 5, 'JavaScript': 2}",['Courteous'],"['Procrastination', 'Distracted']",Yes,No,Yes,Fail,Data
Celestina Aysik,04/07/2019,"{'C#': 5, 'Java': 2, 'PHP': 1, 'C++': 4, 'JavaScript': 1}","['Listening', 'Independent']","['Indifferent', 'Immature']",Yes,Yes,Yes,Pass,Engineering
Nikolaus Gullefant,11/07/2019,"{'Python': 7, 'C#': 2, 'Java': 4, 'SPSS': 1, 'JavaScript': 1}",['Competitive'],['Sensitive'],Yes,Yes,Yes,Pass,Business
Palmer Snaddin,13/07/2019,"{'Python': 3, 'R': 1, 'C++': 3}",['Curious'],"['Selfish', 'Slow', 'Critical']",Yes,Yes,Yes,Pass,Data
Daniele Iskowicz,18/07/2019,"{'Java': 3, 'Ruby': 5, 'C++': 3, 'JavaScript': 6}",['Creative'],"['Distracted', 'Controlling', 'Conventional']",Yes,Yes,Yes,Pass,Engineering
Brandy Iannazzi,04/07/2019,"{'Python': 3, 'PHP': 3}","['Perfectionism', 'Rational', 'Reliable']",['Selfish'],Yes,Yes,Yes,Pass,Data
Jerome Kasting,19/07/2019,{'Java': 5},"['Reliable', 'Problem Solving', 'Empathy']","['Impatient', 'Conventional', 'Procrastination']",Yes,Yes,Yes,Pass,Data
Auberon Werny,11/07/2019,"{'Ruby': 6, 'PHP': 2, 'JavaScript': 2}","['Listening', 'Competitive']","['Selfish', 'Impatient']",Yes,Yes,Yes,Pass,Business
Eimile Sanper,27/07/2019,"{'Java': 2, 'C++': 3, 'JavaScript': 2}",['Competitive'],"['Introverted', 'Impatient']",Yes,Yes,No,Fail,Data
Wallas Hacket,06/07/2019,{'C++': 2},['Problem Solving'],"['Competitive', 'Impulsive', 'Conventional']",Yes,No,Yes,Fail,Data
Devlen Froome,19/07/2019,"{'Python': 4, 'C#': 1, 'R': 4, 'SPSS': 6, 'PHP': 2}","['Reliable', 'Critical Thinking', 'Organisation']",['Anxious'],Yes,Yes,No,Fail,Business
Amalia Orris,06/07/2019,"{'Java': 2, 'R': 5}",['Determined'],"['Passive', 'Indifferent']",Yes,Yes,Yes,Pass,Business
Kendra Twort,26/07/2019,{'C++': 4},"['Altruism', 'Independent', 'Ambitious']","['Perfectionist', 'Selfish']",Yes,Yes,Yes,Pass,Engineering
Wilden Claisse,18/07/2019,"{'C#': 3, 'Ruby': 2, 'PHP': 2, 'JavaScript': 3}","['Passionate', 'Competitive', 'Ambitious']","['Chatty', 'Passive', 'Distracted']",Yes,Yes,Yes,Pass,Engineering
Dulsea Westfalen,27/07/2019,"{'Java': 5, 'Ruby': 4}","['Curious', 'Innovative']","['Controlling', 'Passive', 'Critical']",No,Yes,Yes,Fail,Data
Kendell Ruppele,06/07/2019,"{'R': 3, 'JavaScript': 6}","['Listening', 'Innovative', 'Composure']","['Chaotic', 'Introverted']",Yes,No,Yes,Fail,Engineering
Kendell Ruppele,06/07/2019,"{'R': 3, 'JavaScript': 6}","['Listening', 'Innovative', 'Composure']","['Chaotic', 'Introverted']",Yes,No,Yes,Fail,Engineering
